,pos,contig_id,proteins,origin,order,family,genus
298,298,Citrobacter~phage~Michonne,143,RefSeq-85,,,
299,299,Citrobacter~phage~Miller,277,RefSeq-85,Caudovirales,Myoviridae,
300,300,Citrobacter~phage~Moogle,126,RefSeq-85,Caudovirales,Myoviridae,Mooglevirus
301,301,Citrobacter~phage~Moon,298,RefSeq-85,Caudovirales,Myoviridae,Moonvirus
302,302,Citrobacter~phage~SH1,53,RefSeq-85,,,
303,303,Citrobacter~phage~SH2,53,RefSeq-85,,,
304,304,Citrobacter~phage~SH3,49,RefSeq-85,,,
305,305,Citrobacter~phage~SH4,49,RefSeq-85,,,
306,306,Citrobacter~phage~phiCFP-1,43,RefSeq-85,Caudovirales,Podoviridae,
307,307,Citrobacter~phage~vB_CfrM_CfP1,273,RefSeq-85,,,
308,308,Citrobacter~virus~Stevie,90,RefSeq-85,Caudovirales,Siphoviridae,Tlsvirus
309,309,Clavibacter~phage~CMP1,74,RefSeq-85,Caudovirales,Siphoviridae,
310,310,Clavibacter~phage~CN1A,78,RefSeq-85,Caudovirales,Siphoviridae,
311,311,Clostridium~phage~CDMH1,84,RefSeq-85,Caudovirales,Myoviridae,
312,312,Clostridium~phage~PhiS63,43,RefSeq-85,Caudovirales,Siphoviridae,
313,313,Clostridium~phage~c-st,198,RefSeq-85,Caudovirales,Myoviridae,
314,314,Clostridium~phage~phi24R,22,RefSeq-85,Caudovirales,Podoviridae,
315,315,Clostridium~phage~phi3626,51,RefSeq-85,Caudovirales,Siphoviridae,
316,316,Clostridium~phage~phi8074-B1,82,RefSeq-85,Caudovirales,Siphoviridae,
317,317,Clostridium~phage~phiCD111,55,RefSeq-85,Caudovirales,Siphoviridae,
318,318,Clostridium~phage~phiCD146,52,RefSeq-85,Caudovirales,Siphoviridae,
319,319,Clostridium~phage~phiCD211,190,RefSeq-85,Caudovirales,Myoviridae,
320,320,Clostridium~phage~phiCD38-2,55,RefSeq-85,Caudovirales,Siphoviridae,
321,321,Clostridium~phage~phiCD481-1,54,RefSeq-85,Caudovirales,Myoviridae,
322,322,Clostridium~phage~phiCD505,76,RefSeq-85,Caudovirales,Myoviridae,
323,323,Clostridium~phage~phiCD506,53,RefSeq-85,Caudovirales,Myoviridae,
324,324,Clostridium~phage~phiCD6356,59,RefSeq-85,Caudovirales,Siphoviridae,
325,325,Clostridium~phage~phiCDHM11,49,RefSeq-85,Caudovirales,Myoviridae,
326,326,Clostridium~phage~phiCDHM13,50,RefSeq-85,Caudovirales,Myoviridae,
327,327,Clostridium~phage~phiCDHM19,88,RefSeq-85,Caudovirales,Myoviridae,
328,328,Clostridium~phage~phiCP13O,55,RefSeq-85,Caudovirales,Siphoviridae,
329,329,Clostridium~phage~phiCP26F,49,RefSeq-85,Caudovirales,Siphoviridae,
330,330,Clostridium~phage~phiCP34O,52,RefSeq-85,Caudovirales,Siphoviridae,
331,331,Clostridium~phage~phiCP39-O,62,RefSeq-85,Caudovirales,Siphoviridae,
332,332,Clostridium~phage~phiCP7R,26,RefSeq-85,Caudovirales,Podoviridae,
333,333,Clostridium~phage~phiCPV4,28,RefSeq-85,Caudovirales,Podoviridae,
334,334,Clostridium~phage~phiCT19406A,67,RefSeq-85,,,
335,335,Clostridium~phage~phiCT19406B,66,RefSeq-85,,,
336,336,Clostridium~phage~phiCT19406C,63,RefSeq-85,,,
337,337,Clostridium~phage~phiCT453A,62,RefSeq-85,,,
338,338,Clostridium~phage~phiCT453B,61,RefSeq-85,,,
339,339,Clostridium~phage~phiCT9441A,77,RefSeq-85,,,
340,340,Clostridium~phage~phiCTC2A,67,RefSeq-85,,,
341,341,Clostridium~phage~phiCTC2B,66,RefSeq-85,,,
342,342,Clostridium~phage~phiCTP1,86,RefSeq-85,Caudovirales,Siphoviridae,
343,343,Clostridium~phage~phiMMP01,81,RefSeq-85,Caudovirales,Myoviridae,
344,344,Clostridium~phage~phiMMP02,76,RefSeq-85,Caudovirales,Myoviridae,
345,345,Clostridium~phage~phiMMP03,93,RefSeq-85,Caudovirales,Myoviridae,
346,346,Clostridium~phage~phiMMP04,51,RefSeq-85,Caudovirales,Myoviridae,
347,347,Clostridium~phage~phiSM101,53,RefSeq-85,Caudovirales,Siphoviridae,
348,348,Clostridium~phage~phiZP2,27,RefSeq-85,Caudovirales,Podoviridae,
349,349,Clostridium~phage~vB_CpeS-CP51,50,RefSeq-85,Caudovirales,Siphoviridae,
350,350,Clostridium~virus~phiC2,82,RefSeq-85,Caudovirales,Myoviridae,Cd119virus
351,351,Clostridium~virus~phiCD119,79,RefSeq-85,Caudovirales,Myoviridae,Cd119virus
352,352,Clostridium~virus~phiCD27,75,RefSeq-85,Caudovirales,Myoviridae,Cd119virus
353,353,Colwellia~phage~9A,149,RefSeq-85,Caudovirales,Siphoviridae,
354,354,Corynebacterium~phage~BFK20,54,RefSeq-85,Caudovirales,Siphoviridae,
355,355,Corynebacterium~phage~P1201,97,RefSeq-85,Caudovirales,Siphoviridae,
356,356,Croceibacter~phage~P2559S,68,RefSeq-85,Caudovirales,Siphoviridae,
357,357,Croceibacter~phage~P2559Y,51,RefSeq-85,Caudovirales,Siphoviridae,
358,358,Cronobacter~phage~CR3,265,RefSeq-85,Caudovirales,Myoviridae,Cr3virus
359,359,Cronobacter~phage~CR5,231,RefSeq-85,Caudovirales,Myoviridae,
360,360,Cronobacter~phage~CR8,269,RefSeq-85,Caudovirales,Myoviridae,Cr3virus
361,361,Cronobacter~phage~CR9,281,RefSeq-85,Caudovirales,Myoviridae,Cr3virus
362,362,Cronobacter~phage~Dev-CD-23823,48,RefSeq-85,Caudovirales,Podoviridae,
363,363,Cronobacter~phage~Dev2,45,RefSeq-85,Caudovirales,Podoviridae,
364,364,Cronobacter~phage~ENT39118,38,RefSeq-85,Caudovirales,Siphoviridae,
365,365,Cronobacter~phage~ENT47670,46,RefSeq-85,Caudovirales,Myoviridae,
366,366,Cronobacter~phage~PBES~02,270,RefSeq-85,Caudovirales,Myoviridae,Cr3virus
367,367,Cronobacter~phage~S13,268,RefSeq-85,Caudovirales,Myoviridae,
368,368,Cronobacter~phage~phiES15,52,RefSeq-85,Caudovirales,Siphoviridae,
369,369,Cronobacter~phage~vB_CsaM_GAP161,275,RefSeq-85,Caudovirales,Myoviridae,
370,370,Cronobacter~phage~vB_CsaM_GAP31,269,RefSeq-85,Caudovirales,Myoviridae,Se1virus
371,371,Cronobacter~phage~vB_CsaM_GAP32,545,RefSeq-85,Caudovirales,Myoviridae,
372,372,Cronobacter~phage~vB_CsaP_GAP52,115,RefSeq-85,Caudovirales,Podoviridae,
373,373,Cronobacter~phage~vB_CskP_GAP227,49,RefSeq-85,Caudovirales,Podoviridae,
374,374,Cronobacter~virus~ESP29491,45,RefSeq-85,Caudovirales,Siphoviridae,
375,375,Cyanophage~9515-10a,55,RefSeq-85,Caudovirales,Podoviridae,
376,376,Cyanophage~KBS-P-1A,57,RefSeq-85,,,
377,377,Cyanophage~KBS-S-2A,64,RefSeq-85,,,
378,378,Cyanophage~MED4-117,63,RefSeq-85,,,
379,379,Cyanophage~NATL1A-7,65,RefSeq-85,Caudovirales,Podoviridae,
380,380,Cyanophage~NATL2A-133,62,RefSeq-85,Caudovirales,Podoviridae,
381,381,Cyanophage~P-RSM1,212,RefSeq-85,Caudovirales,Myoviridae,
382,382,Cyanophage~P-RSM6,221,RefSeq-85,Caudovirales,Myoviridae,
383,383,Cyanophage~P-SSP2,56,RefSeq-85,,,
384,384,Cyanophage~P-TIM40,235,RefSeq-85,Caudovirales,Myoviridae,
385,385,Cyanophage~PP,41,RefSeq-85,Caudovirales,Podoviridae,
386,386,Cyanophage~PSS2,131,RefSeq-85,Caudovirales,Siphoviridae,
387,387,Cyanophage~S-RIM32,230,RefSeq-85,,,
388,388,Cyanophage~S-RIM50,227,RefSeq-85,,,
389,389,Cyanophage~S-TIM5,180,RefSeq-85,Caudovirales,Myoviridae,
390,390,Cyanophage~SS120-1,52,RefSeq-85,,,
391,391,Cyanophage~Syn30,209,RefSeq-85,,,
392,392,Deep-sea~thermophilic~phage~D6E,49,RefSeq-85,,,
393,393,Deftia~phage~phiW-14,236,RefSeq-85,Caudovirales,Myoviridae,
394,394,Delftia~phage~IME-DE1,48,RefSeq-85,Caudovirales,Podoviridae,
395,395,Delftia~phage~RG-2014,88,RefSeq-85,Caudovirales,Podoviridae,
396,396,Dickeya~phage~RC-2014,196,RefSeq-85,Caudovirales,Ackermannviridae,Limestonevirus
397,397,Dickeya~virus~Limestone,201,RefSeq-85,Caudovirales,Ackermannviridae,Limestonevirus
398,398,Dinoroseobacter~phage~DFL12phi1,86,RefSeq-85,Caudovirales,Podoviridae,Dfl12virus
399,399,Edwardsiella~phage~GF-2,82,RefSeq-85,Caudovirales,Myoviridae,
400,400,Edwardsiella~phage~KF-1,48,RefSeq-85,Caudovirales,Podoviridae,Kf1virus
401,401,Edwardsiella~phage~MSW-3,66,RefSeq-85,Caudovirales,Myoviridae,Msw3virus
402,402,Edwardsiella~phage~PEi20,301,RefSeq-85,Caudovirales,Myoviridae,
403,403,Edwardsiella~phage~PEi21,71,RefSeq-85,Caudovirales,Myoviridae,Msw3virus
404,404,Edwardsiella~phage~eiAU-183,54,RefSeq-85,Caudovirales,Siphoviridae,Eiauvirus
405,405,Eel~River~basin~pequenovirus,9,RefSeq-85,,Microviridae,
406,406,Enterobacter~phage~Arya,64,RefSeq-85,,,
407,407,Enterobacter~phage~CC31,279,RefSeq-85,Caudovirales,Myoviridae,Cc31virus
408,408,Enterobacter~phage~E-2,41,RefSeq-85,Caudovirales,Podoviridae,
409,409,Enterobacter~phage~E-3,36,RefSeq-85,Caudovirales,Podoviridae,
410,410,Enterobacter~phage~EcP1,77,RefSeq-85,Caudovirales,Podoviridae,
411,411,Enterobacter~phage~Enc34,80,RefSeq-85,Caudovirales,Siphoviridae,
412,412,Enterobacter~phage~PG7,294,RefSeq-85,Caudovirales,Myoviridae,Cc31virus
413,413,Enterobacter~phage~Tyrion,52,RefSeq-85,,,
414,414,Enterobacter~phage~phiEap-1,42,RefSeq-85,Caudovirales,Podoviridae,
415,415,Enterobacter~phage~phiEap-2,62,RefSeq-85,Caudovirales,Podoviridae,
416,416,Enterobacteria~phage~13a,55,RefSeq-85,Caudovirales,Podoviridae,
417,417,Enterobacteria~phage~285P,47,RefSeq-85,Caudovirales,Podoviridae,
418,418,Enterobacteria~phage~933W,80,RefSeq-85,Caudovirales,Podoviridae,Nona33virus
419,419,Enterobacteria~phage~9g,71,RefSeq-85,Caudovirales,Siphoviridae,Nonagvirus
420,420,Enterobacteria~phage~BA14,52,RefSeq-85,Caudovirales,Podoviridae,
421,421,Enterobacteria~phage~BP-4795,85,RefSeq-85,Caudovirales,Siphoviridae,
422,422,Enterobacteria~phage~Bp7,263,RefSeq-85,Caudovirales,Myoviridae,Js98virus
423,423,Enterobacteria~phage~C-1~INW-2012,4,RefSeq-85,,Leviviridae,
424,424,Enterobacteria~phage~ES18,79,RefSeq-85,Caudovirales,Siphoviridae,
425,425,Enterobacteria~phage~EcoDS1,53,RefSeq-85,Caudovirales,Podoviridae,
426,426,Enterobacteria~phage~FI~sensu~lato,4,RefSeq-85,,Leviviridae,
427,427,Enterobacteria~phage~G4~sensu~lato,11,RefSeq-85,,Microviridae,G4microvirus
428,428,Enterobacteria~phage~GEC-3S,277,RefSeq-85,Caudovirales,Myoviridae,
429,429,Enterobacteria~phage~HK106,65,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
430,430,Enterobacteria~phage~HK140,71,RefSeq-85,Caudovirales,Siphoviridae,
431,431,Enterobacteria~phage~HK225,69,RefSeq-85,Caudovirales,Siphoviridae,
432,432,Enterobacteria~phage~HK446,60,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
433,433,Enterobacteria~phage~HK542,57,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
434,434,Enterobacteria~phage~HK544,63,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
435,435,Enterobacteria~phage~HK629,69,RefSeq-85,Caudovirales,Siphoviridae,Lambdavirus
436,436,Enterobacteria~phage~HK630,69,RefSeq-85,Caudovirales,Siphoviridae,Lambdavirus
437,437,Enterobacteria~phage~HK633,67,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
438,438,Enterobacteria~phage~Hgal1,4,RefSeq-85,,Leviviridae,
439,439,Enterobacteria~phage~ID18~sensu~lato,11,RefSeq-85,,Microviridae,
440,440,Enterobacteria~phage~ID2~Moscow/ID/2001,11,RefSeq-85,,Microviridae,G4microvirus
441,441,Enterobacteria~phage~IME08,253,RefSeq-85,Caudovirales,Myoviridae,Js98virus
442,442,Enterobacteria~phage~IME10,27,RefSeq-85,Caudovirales,Podoviridae,
443,443,Enterobacteria~phage~If1,10,RefSeq-85,,Inoviridae,
444,444,Enterobacteria~phage~Ike,12,RefSeq-85,,Inoviridae,Lineavirus
445,445,Enterobacteria~phage~J8-65,47,RefSeq-85,Caudovirales,Podoviridae,
446,446,Enterobacteria~phage~JS10,265,RefSeq-85,Caudovirales,Myoviridae,Js98virus
447,447,Enterobacteria~phage~JenK1,86,RefSeq-85,Caudovirales,Siphoviridae,Nonagvirus
448,448,Enterobacteria~phage~JenP1,87,RefSeq-85,Caudovirales,Siphoviridae,Nonagvirus
449,449,Enterobacteria~phage~JenP2,87,RefSeq-85,Caudovirales,Siphoviridae,Nonagvirus
450,450,Enterobacteria~phage~K1F,43,RefSeq-85,Caudovirales,Podoviridae,
451,451,Enterobacteria~phage~M,4,RefSeq-85,,Leviviridae,
452,452,Enterobacteria~phage~P4,14,RefSeq-85,Caudovirales,Myoviridae,
453,453,Enterobacteria~phage~P88,53,RefSeq-85,Caudovirales,Myoviridae,
454,454,Enterobacteria~phage~Phi1,276,RefSeq-85,Caudovirales,Myoviridae,Rb49virus
455,455,Enterobacteria~phage~RB14,274,RefSeq-85,Caudovirales,Myoviridae,T4virus
456,456,Enterobacteria~phage~RB16,270,RefSeq-85,Caudovirales,Myoviridae,
457,457,Enterobacteria~phage~RB27,271,RefSeq-85,Caudovirales,Myoviridae,
458,458,Enterobacteria~phage~RB3,273,RefSeq-85,Caudovirales,Myoviridae,T4virus
459,459,Enterobacteria~phage~RB32,270,RefSeq-85,Caudovirales,Myoviridae,
460,460,Enterobacteria~phage~RB43,292,RefSeq-85,Caudovirales,Myoviridae,
461,461,Enterobacteria~phage~RB49,279,RefSeq-85,Caudovirales,Myoviridae,Rb49virus
462,462,Enterobacteria~phage~RB51,273,RefSeq-85,Caudovirales,Myoviridae,
463,463,Enterobacteria~phage~RB68,276,RefSeq-85,Caudovirales,Myoviridae,
464,464,Enterobacteria~phage~RB69,273,RefSeq-85,Caudovirales,Myoviridae,Rb69virus
465,465,Enterobacteria~phage~ST104,63,RefSeq-85,Caudovirales,Podoviridae,
466,466,Enterobacteria~phage~Sf101,66,RefSeq-85,Caudovirales,Podoviridae,
467,467,Enterobacteria~phage~SfI,65,RefSeq-85,Caudovirales,Myoviridae,
468,468,Enterobacteria~phage~SfV,53,RefSeq-85,Caudovirales,Myoviridae,
469,469,Enterobacteria~phage~St-1,11,RefSeq-85,,Microviridae,Alpha3microvirus
470,470,Enterobacteria~phage~T3,55,RefSeq-85,Caudovirales,Podoviridae,
471,471,Enterobacteria~phage~T4,278,RefSeq-85,Caudovirales,Myoviridae,T4virus
472,472,Enterobacteria~phage~T7,60,RefSeq-85,Caudovirales,Podoviridae,T7virus
473,473,Enterobacteria~phage~UAB_Phi20,80,RefSeq-85,,,
474,474,Enterobacteria~phage~UAB_Phi78,58,RefSeq-85,Caudovirales,Podoviridae,
475,475,Enterobacteria~phage~VT2-Sakai,83,RefSeq-85,Caudovirales,Podoviridae,Nona33virus
476,476,Enterobacteria~phage~VT2phi_272,83,RefSeq-85,Caudovirales,Podoviridae,
477,477,Enterobacteria~phage~WA13~sensu~lato,10,RefSeq-85,,Microviridae,
478,478,Enterobacteria~phage~WPhi,44,RefSeq-85,Caudovirales,Myoviridae,P2virus
479,479,Enterobacteria~phage~YYZ-2008,75,RefSeq-85,,,
480,480,Enterobacteria~phage~alpha3,10,RefSeq-85,,Microviridae,Alpha3microvirus
481,481,Enterobacteria~phage~cdtI,60,RefSeq-85,Caudovirales,Siphoviridae,
482,482,Enterobacteria~phage~epsilon15,51,RefSeq-85,Caudovirales,Podoviridae,Epsilon15virus
483,483,Enterobacteria~phage~fd,10,RefSeq-85,,Inoviridae,Inovirus
484,484,Enterobacteria~phage~fiAA91-ss,40,RefSeq-85,Caudovirales,Myoviridae,
485,485,Enterobacteria~phage~mEp043~c-1,69,RefSeq-85,Caudovirales,Siphoviridae,
486,486,Enterobacteria~phage~mEp235,61,RefSeq-85,Caudovirales,Siphoviridae,
487,487,Enterobacteria~phage~mEp237,63,RefSeq-85,Caudovirales,Siphoviridae,
488,488,Enterobacteria~phage~mEp460,59,RefSeq-85,Caudovirales,Siphoviridae,
489,489,Enterobacteria~phage~mEpX1,66,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
490,490,Enterobacteria~phage~mEpX2,67,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
491,491,Enterobacteria~phage~phi80,63,RefSeq-85,Caudovirales,Siphoviridae,
492,492,Enterobacteria~phage~phi92,252,RefSeq-85,Caudovirales,Myoviridae,
493,493,Enterobacteria~phage~phiEcoM-GJ1,75,RefSeq-85,Caudovirales,Myoviridae,
494,494,Enterobacteria~phage~phiP27,58,RefSeq-85,Caudovirales,Myoviridae,
495,495,Enterobacteria~phage~phiX174~sensu~lato,11,RefSeq-85,,Microviridae,Phix174microvirus
496,496,Enterobacteria~phage~vB_EcoM_VR5,271,RefSeq-85,Caudovirales,Myoviridae,Js98virus
497,497,Enterobacteria~phage~vB_EcoP_ACG-C91,56,RefSeq-85,Caudovirales,Podoviridae,
498,498,Enterobacteria~phage~vB_EcoS_NBD2,87,RefSeq-85,,,
499,499,Enterobacteria~phage~vB_EcoS_Rogue1,74,RefSeq-85,Caudovirales,Siphoviridae,Rogue1virus
500,500,Enterobacteria~phage~vB_KleM-RaK2,534,RefSeq-85,Caudovirales,Myoviridae,
501,501,Enterobacterial~phage~mEp213,74,RefSeq-85,Caudovirales,Siphoviridae,
502,502,Enterobacterial~phage~mEp234,61,RefSeq-85,Caudovirales,Siphoviridae,
503,503,Enterobacterial~phage~mEp390,59,RefSeq-85,Caudovirales,Siphoviridae,
504,504,Enterobacteriaphage~UAB_Phi87,147,RefSeq-85,Caudovirales,Myoviridae,Felixo1virus
505,505,Enterococcus~phage~BC611,87,RefSeq-85,Caudovirales,Siphoviridae,Sap6virus
506,506,Enterococcus~phage~ECP3,220,RefSeq-85,Caudovirales,Myoviridae,Ef24cvirus
507,507,Enterococcus~phage~EF62phi,48,RefSeq-85,,,
508,508,Enterococcus~phage~EFAP-1,24,RefSeq-85,Caudovirales,Siphoviridae,
509,509,Enterococcus~phage~EFC-1,59,RefSeq-85,Caudovirales,Siphoviridae,
510,510,Enterococcus~phage~EFDG1,210,RefSeq-85,Caudovirales,Myoviridae,
511,511,Enterococcus~phage~EFLK1,209,RefSeq-85,Caudovirales,Myoviridae,Ef24cvirus
512,512,Enterococcus~phage~EFRM31,23,RefSeq-85,Caudovirales,Siphoviridae,
513,513,Enterococcus~phage~Ec-ZZ2,59,RefSeq-85,,,
514,514,Enterococcus~phage~EfaCPT1,69,RefSeq-85,Caudovirales,Siphoviridae,
515,515,Enterococcus~phage~IME-EF4,60,RefSeq-85,Caudovirales,Siphoviridae,
516,516,Enterococcus~phage~IME-EFm1,70,RefSeq-85,Caudovirales,Siphoviridae,
517,517,Enterococcus~phage~IME-EFm5,70,RefSeq-85,Caudovirales,Siphoviridae,
518,518,Enterococcus~phage~IME_EF3,69,RefSeq-85,Caudovirales,Siphoviridae,
519,519,Enterococcus~phage~SANTOR1,60,RefSeq-85,,,
520,520,Enterococcus~phage~VD13,88,RefSeq-85,Caudovirales,Siphoviridae,Sap6virus
521,521,Enterococcus~phage~phiEF24C,221,RefSeq-85,Caudovirales,Myoviridae,Ef24cvirus
522,522,Enterococcus~phage~phiEf11,65,RefSeq-85,Caudovirales,Siphoviridae,
523,523,Enterococcus~phage~phiFL1A,61,RefSeq-85,Caudovirales,Siphoviridae,Phifelvirus
524,524,Enterococcus~phage~phiFL2A,63,RefSeq-85,Caudovirales,Siphoviridae,Phifelvirus
525,525,Enterococcus~phage~phiFL3A,64,RefSeq-85,Caudovirales,Siphoviridae,Phifelvirus
526,526,Enterococcus~phage~phiFL4A,55,RefSeq-85,Caudovirales,Siphoviridae,
527,527,Enterococcus~phage~vB_EfaP_IME195,27,RefSeq-85,Caudovirales,Podoviridae,
528,528,Enterococcus~phage~vB_EfaS_IME196,57,RefSeq-85,Caudovirales,Siphoviridae,
529,529,Enterococcus~phage~vB_EfaS_IME197,70,RefSeq-85,Caudovirales,Siphoviridae,
530,530,Enterococcus~phage~vB_EfaS_IME198,95,RefSeq-85,Caudovirales,Siphoviridae,
531,531,Enterococcus~phage~vB_Efae230P-4,25,RefSeq-85,Caudovirales,Podoviridae,
532,532,Erwinia~amylovora~phage~Era103,53,RefSeq-85,Caudovirales,Podoviridae,Sp6virus
533,533,Erwinia~phage~ENT90,60,RefSeq-85,Caudovirales,Myoviridae,
534,534,Erwinia~phage~Ea35-70,318,RefSeq-85,Caudovirales,Myoviridae,Agrican357virus
535,535,Erwinia~phage~Ea9-2,94,RefSeq-85,Caudovirales,Podoviridae,Ea92virus
536,536,Erwinia~phage~FE44,51,RefSeq-85,Caudovirales,Podoviridae,
537,537,Erwinia~phage~PEp14,64,RefSeq-85,Caudovirales,Podoviridae,
538,538,Erwinia~phage~PhiEaH1,241,RefSeq-85,Caudovirales,Siphoviridae,
539,539,Erwinia~phage~phiEa100,51,RefSeq-85,Caudovirales,Podoviridae,
540,540,Erwinia~phage~phiEa104,118,RefSeq-85,Caudovirales,Myoviridae,Ea214virus
541,541,Erwinia~phage~phiEa21-4,118,RefSeq-85,Caudovirales,Myoviridae,Ea214virus
542,542,Erwinia~phage~phiEa2809,145,RefSeq-85,Caudovirales,Ackermannviridae,
543,543,Erwinia~phage~phiEaH2,262,RefSeq-85,Caudovirales,Myoviridae,Eah2virus
544,544,Erwinia~phage~phiEt88,68,RefSeq-85,Caudovirales,Myoviridae,
545,545,Erwinia~phage~vB_EamM-Y2,92,RefSeq-85,Caudovirales,Myoviridae,
546,546,Erwinia~phage~vB_EamM_Asesino,277,RefSeq-85,Caudovirales,Myoviridae,Eah2virus
547,547,Erwinia~phage~vB_EamM_Caitlin,271,RefSeq-85,,,
548,548,Erwinia~phage~vB_EamM_ChrisDB,277,RefSeq-85,,,
549,549,Erwinia~phage~vB_EamM_EarlPhillipIV,241,RefSeq-85,,,
550,550,Erwinia~phage~vB_EamM_Huxley,271,RefSeq-85,,,
551,551,Erwinia~phage~vB_EamM_Kwan,285,RefSeq-85,,,
552,552,Erwinia~phage~vB_EamM_Phobos,247,RefSeq-85,,,
553,553,Erwinia~phage~vB_EamP-L1,51,RefSeq-85,Caudovirales,Podoviridae,
554,554,Erwinia~phage~vB_EamP-S6,115,RefSeq-85,Caudovirales,Podoviridae,
555,555,Erwinia~phage~vB_EamP_Frozen,92,RefSeq-85,Caudovirales,Podoviridae,Ea92virus
556,556,Erysipelothrix~phage~SE-1,43,RefSeq-85,Caudovirales,Siphoviridae,
557,557,Escherichia~Stx1~converting~phage,167,RefSeq-85,Caudovirales,Podoviridae,Nona33virus
558,558,Escherichia~phage~121Q,611,RefSeq-85,Caudovirales,Myoviridae,
559,559,Escherichia~phage~172-1,130,RefSeq-85,Caudovirales,Podoviridae,Phieco32virus
560,560,Escherichia~phage~4MG,271,RefSeq-85,Caudovirales,Myoviridae,Se1virus
561,561,Escherichia~phage~64795_ec1,45,RefSeq-85,,,
562,562,Escherichia~phage~ADB-2,78,RefSeq-85,Caudovirales,Siphoviridae,T1virus
563,563,Escherichia~phage~APCEc01,272,RefSeq-85,Caudovirales,Myoviridae,
564,564,Escherichia~phage~AR1,281,RefSeq-85,Caudovirales,Myoviridae,T4virus
565,565,Escherichia~phage~Av-05,209,RefSeq-85,Caudovirales,Myoviridae,
566,566,Escherichia~phage~Bp4,94,RefSeq-85,Caudovirales,Podoviridae,G7cvirus
567,567,Escherichia~phage~CAjan,91,RefSeq-85,Caudovirales,Siphoviridae,Seuratvirus
568,568,Escherichia~phage~CICC~80001,49,RefSeq-85,Caudovirales,Podoviridae,
569,569,Escherichia~phage~D108,57,RefSeq-85,Caudovirales,Myoviridae,
570,570,Escherichia~phage~EB49,74,RefSeq-85,Caudovirales,Siphoviridae,Rogue1virus
571,571,Escherichia~phage~EC6,136,RefSeq-85,Caudovirales,Myoviridae,Felixo1virus
572,572,Escherichia~phage~ECBP1,82,RefSeq-85,Caudovirales,Podoviridae,G7cvirus
573,573,Escherichia~phage~ECBP2,120,RefSeq-85,Caudovirales,Podoviridae,Phieco32virus
574,574,Escherichia~phage~ECBP5,62,RefSeq-85,Caudovirales,Podoviridae,
575,575,Escherichia~phage~ECML-117,94,RefSeq-85,Caudovirales,Myoviridae,
576,576,Escherichia~phage~ECML-134,270,RefSeq-85,Caudovirales,Myoviridae,T4virus
577,577,Escherichia~phage~ECML-4,198,RefSeq-85,Caudovirales,Ackermannviridae,Vi1virus
578,578,Escherichia~phage~EK99P-1,62,RefSeq-85,Caudovirales,Siphoviridae,Hk578virus
579,579,Escherichia~phage~Envy,62,RefSeq-85,,,
580,580,Escherichia~phage~FFH2,218,RefSeq-85,Caudovirales,Myoviridae,V5virus
581,581,Escherichia~phage~FV3,218,RefSeq-85,Caudovirales,Myoviridae,V5virus
582,582,Escherichia~phage~Gluttony,61,RefSeq-85,,,
583,583,Escherichia~phage~HK578,60,RefSeq-85,Caudovirales,Siphoviridae,Hk578virus
584,584,Escherichia~phage~HK639,76,RefSeq-85,Caudovirales,Siphoviridae,
585,585,Escherichia~phage~HK75,58,RefSeq-85,Caudovirales,Siphoviridae,Hk97virus
586,586,Escherichia~phage~HX01,266,RefSeq-85,Caudovirales,Myoviridae,Rb69virus
587,587,Escherichia~phage~HY01,255,RefSeq-85,Caudovirales,Myoviridae,T4virus
588,588,Escherichia~phage~HY02,125,RefSeq-85,Caudovirales,Myoviridae,Felixo1virus
589,589,Escherichia~phage~HY03,269,RefSeq-85,,,
590,590,Escherichia~phage~IME11,91,RefSeq-85,Caudovirales,Podoviridae,G7cvirus
591,591,Escherichia~phage~JES2013,220,RefSeq-85,Caudovirales,Myoviridae,V5virus
592,592,Escherichia~phage~JH2,131,RefSeq-85,Caudovirales,Myoviridae,Felixo1virus
593,593,Escherichia~phage~JS98,266,RefSeq-85,Caudovirales,Myoviridae,Js98virus
594,594,Escherichia~phage~JSE,277,RefSeq-85,Caudovirales,Myoviridae,Rb49virus
595,595,Escherichia~phage~K1-dep(1),50,RefSeq-85,Caudovirales,Siphoviridae,K1gvirus
596,596,Escherichia~phage~K1-dep(4),52,RefSeq-85,Caudovirales,Siphoviridae,K1gvirus
597,597,Escherichia~phage~K30,49,RefSeq-85,Caudovirales,Podoviridae,Kp32virus
598,598,Escherichia~phage~KBNP1711,126,RefSeq-85,Caudovirales,Podoviridae,Phieco32virus
599,599,Escherichia~phage~LM33_P1,49,RefSeq-85,,,
600,600,Escherichia~phage~Lw1,273,RefSeq-85,Caudovirales,Myoviridae,
601,601,Escherichia~phage~MX01,266,RefSeq-85,,,
602,602,Escherichia~phage~Min27,83,RefSeq-85,Caudovirales,Podoviridae,Nona33virus
603,603,Escherichia~phage~N4,72,RefSeq-85,Caudovirales,Podoviridae,N4virus
604,604,Escherichia~phage~NJ01,109,RefSeq-85,Caudovirales,Podoviridae,Phieco32virus
